"accepted.taxa.name","min_nu.biovol","mn_nu.biovol","mdn_nu.biovol","max_nu.biovol","sd_nu.biovol","n","mn_cells.per.nu","n_sources","w.tsn","level","kingdom","subkingdom","infrakingdom","division","subdivision","phylum","class","subclass","order","family","genus","species"
"Staurastrum sebaldi",1.7979596437372,2.90577909935369,3.45117215751254,3.46820549681132,0.959437592208961,3,1,1,7701,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurastrum","sebaldi"
"Staurastrum spongiosum",4.26745334160767,4.26745334160767,4.26745334160767,4.26745334160767,NA,1,NA,1,7708,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurastrum","spongiosum"
"Staurastrum teliferum",3.86966623150499,3.88648750989411,3.89209460269048,3.89209460269048,0.0112141855927432,4,NA,1,7712,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurastrum","teliferum"
"Staurastrum tetracerum",2.16633142176653,2.41163061414192,2.39559840456936,2.75204844781944,0.237954763042912,6,NA,2,7582,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurastrum","tetracerum"
"Staurodesmus aversus",3.99563519459755,3.99563519459755,3.99563519459755,3.99563519459755,NA,1,NA,1,7186,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","aversus"
"Staurodesmus convergens",4.29090233289374,4.29090233289374,4.29090233289374,4.29090233289374,NA,1,NA,1,7192,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","convergens"
"Staurodesmus cuspidatus",2.47712125471966,3.22624873347337,3.30102999566398,3.8208579894397,0.310307911212199,110,NA,1,7200,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","cuspidatus"
"Staurodesmus dejectus",2.69897000433602,3.32433948030227,3.20876077931229,4.12221587827283,0.494340560326115,38,NA,1,7205,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","dejectus"
"Staurodesmus extensus",2.47712125471966,3.0111593456967,3.17609125905568,3.43136376415899,0.38300834572856,19,NA,2,7209,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","extensus"
"Staurodesmus glaber",3.39794000867204,3.39794000867204,3.39794000867204,3.39794000867204,NA,1,NA,1,7213,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","glaber"
"Staurodesmus incus",2.95085145888855,3.23870351697625,3.20581314067537,3.59879050676312,0.129896222055188,15,NA,2,7217,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","incus"
"Staurodesmus indentatus",2.60205999132796,3.12997818115683,3.23044892137827,3.69897000433602,0.285528461260898,188,NA,1,7221,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","indentatus"
"Staurodesmus jaculiferus",2.98213228103649,3.09072229746634,3.14390657568428,3.14612803567824,0.0940482720325118,3,NA,1,7223,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","jaculiferus"
"Staurodesmus mamillatus",2.60205999132796,3.08983688017028,3.22933903638025,3.77815125038364,0.299349957967063,74,NA,1,7225,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","mamillatus"
"Staurodesmus megacanthus",2.69897000433602,2.69897000433602,2.69897000433602,2.69897000433602,NA,1,NA,1,7226,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","megacanthus"
"Staurodesmus triangularis",2.38021124171161,2.92870765428474,3.1130627568785,3.46288081560505,0.331529297216389,89,NA,1,7240,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Staurodesmus","triangularis"
"Stauroneis agrestis",1.40483371661994,2.02761228652279,1.87358933568008,2.88649072517248,0.471672233337968,18,NA,1,4142,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","agrestis"
"Stauroneis alpina",2.20411998265592,2.21471463219089,2.21471463219089,2.22530928172586,0.0149830970609432,2,NA,1,4143,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","alpina"
"Stauroneis anceps",2.93196611472817,3.71206142845419,3.78675142214556,4.29666519026153,0.23600553057257,72,NA,1,4147,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","anceps"
"Stauroneis gracillima",2.94001815500766,2.94001815500766,2.94001815500766,2.94001815500766,0,5,NA,1,4195,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","gracillima"
"Stauroneis ignorata",2.05690485133647,2.05690485133647,2.05690485133647,2.05690485133647,NA,1,NA,1,4319,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","ignorata"
"Stauroneis kriegeri",2.03342375548695,2.38623955236966,2.4353189816054,2.68124123737559,0.223909679337789,72,NA,1,4211,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","kriegeri"
"Stauroneis legumen",2.44090908206522,2.44090908206522,2.44090908206522,2.44090908206522,NA,1,NA,1,4223,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","legumen"
"Stauroneis livingstonii",3.24154648059655,3.24154648059655,3.24154648059655,3.24154648059655,NA,1,NA,1,4226,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","livingstonii"
"Stauroneis phoenicenteron",2.43933269383026,4.28929504214715,4.61400758755089,4.74531686671017,0.644296141212452,34,1,2,4252,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","phoenicenteron"
"Stauroneis producta",3.22530928172586,3.29957021339985,3.29957021339985,3.37383114507383,0.10502081672781,2,NA,1,4264,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","producta"
"Stauroneis prominula",0.804820678721162,1.19669156776608,1.19865708695442,1.64345267648619,0.301614127322692,9,NA,1,4265,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","prominula"
"Stauroneis smithii",1.74036268949424,2.3244371435588,2.55630250076729,2.79588001734408,0.365105920127963,38,NA,1,4283,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","smithii"
"Stauroneis thermicola",1.65321251377534,1.85856544619144,1.83758843823551,2.13033376849501,0.116088348924792,34,NA,1,4300,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","thermicola"
"Stauroneis wislouchii",3,3.1425783622643,3.16110964736696,3.26717172840301,0.0840349776642834,14,NA,1,4312,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Stauroneidaceae","Stauroneis","wislouchii"
"Staurosira construens",1.32633586092875,2.02192792666842,2.05307844348342,2.73559889969818,0.27824687359655,1432,1.94032258064516,5,590965,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Staurosira","construens"
"Staurosirella lapponica",2.66086547800387,2.77500761267328,2.73700609258493,3.08955188288645,0.128501872820318,14,NA,1,590962,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Staurosirella","lapponica"
"Staurosirella leptostauron",2.10380372095596,2.65227096019892,2.63042668405795,3.28623185402855,0.288048869313878,120,1,2,590961,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Staurosirella","leptostauron"
"Staurosirella pinnata",1.27415784926368,1.91155561506484,1.93500315145365,2.6200318951263,0.263335167602495,557,1.5,5,590892,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Staurosirella","pinnata"
"Stenocalyx spirale",1.27369558793009,1.461010127973,1.51876217908551,1.52287874528034,0.106144536065576,25,1,2,1778,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Chromalinales","Chrysococcaceae","Stenocalyx","spirale"
"Stenopterobia intermedia",2.60205999132796,2.97962646322251,2.73856062735983,3.57403126772772,0.44296791132431,12,NA,1,193749,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Stenopterobia","intermedia"
"Stephanodiscus alpinus",2.72427586960079,3.17289839904563,3.03261876085072,4.02542364962092,0.395563926259441,43,1,3,2419,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","alpinus"
"Stephanodiscus astraea",1.21218760440396,2.75889722618393,2.75204844781944,4.02530586526477,0.886857452031106,117,NA,2,2416,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","astraea"
"Stephanodiscus binderanus",2.10037054511756,2.71295148460301,2.74234339646707,3.13263361107678,0.160656344995679,26,2,3,2329,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","binderanus"
"Stephanodiscus hantzschii",1.94448267215017,2.75991845419115,2.65280942744614,3.64068015327767,0.366970994323955,1236,1.01176470588235,5,2426,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","hantzschii"
"Stephanodiscus medius",1.75204844781944,3.02286086331675,3.15578225073625,4.18414343989498,0.612079606643449,223,1,4,590880,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","medius"
"Stephanodiscus minutulus",1.8819549713396,2.41097508203018,2.40483371661994,2.76417613239033,0.227991969896098,40,1,3,590878,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","minutulus"
"Stephanodiscus niagarae",3.62132792589132,4.42262028682949,4.40023985918982,5.1895227091189,0.353383190497125,216,1,5,2432,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","niagarae"
"Stephanodiscus parvus",1.63205216670581,2.09584071304925,2.0858219693331,2.59405990594197,0.185054285961371,387,1,4,590876,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","parvus"
"Stephanodiscus rotula",3.65303038146741,3.9504257323255,3.92445303860747,4.0883841860977,0.149473623512232,9,NA,2,2422,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Thalassiosirales","Stephanodiscaceae","Stephanodiscus","rotula"
"Stichococcus bacillaris",0.406965750758948,0.718708818659048,0.685741738602264,1.09968064110925,0.166206579489454,17,1,2,6412,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Ulvophyceae",NA,"Ulotrichales","Ulotrichaceae","Stichococcus","bacillaris"
"Stichococcus subtilis",2.02522391517831,2.39319233726912,2.39319233726912,2.76116075935993,0.520385933045851,2,1,1,6414,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Ulvophyceae",NA,"Ulotrichales","Ulotrichaceae","Stichococcus","subtilis"
"Stichogloea doederleinii",1.84492323844945,2.20638883443971,2.06058673078207,2.5992307013091,0.204229816416185,390,NA,1,1881,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Chrysosphaerales","Stichogloeaceae","Stichogloea","doederleinii"
"Stichogloea olivacea",2.02088356552552,2.17972893838866,2.15511972229525,2.62545650580571,0.168125786389017,40,1.72068965517241,2,1880,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Chrysosphaerales","Stichogloeaceae","Stichogloea","olivacea"
"Stichosiphon regularis",1.67942789661212,1.67942789661212,1.67942789661212,1.67942789661212,NA,1,NA,1,845,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chamaesiphonales","Dermocarpaceae","Stichosiphon","regularis"
"Stigeoclonium lubricum",1.00432137378264,2.1388288253797,2.2067923643622,3.36642295722597,0.65921007864523,152,NA,1,6658,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chaetophorales","Chaetophoraceae","Stigeoclonium","lubricum"
"Stigonema mamillosum",3.30341207059674,3.30341207059674,3.30341207059674,3.30341207059674,NA,1,NA,1,1391,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Stigonematales","Stigonemataceae","Stigonema","mamillosum"
"Strombomonas verrucosa",3,3.72055786204083,3.80134291304558,3.86199879055246,0.207072111790085,15,NA,2,9748,"Species","Protozoa",NA,NA,NA,NA,"Euglenophycota","Euglenophyceae",NA,"Euglenales","Euglenaceae","Strombomonas","verrucosa"
"Surirella angusta",2.3541084391474,2.94100871912597,2.94546858513182,3.34869419026554,0.199577075750645,128,NA,1,5394,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","angusta"
"Surirella biseriata",3.62314587463794,3.82323225182341,3.71441359228712,4.34970481065621,0.223511127617857,21,NA,1,5366,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","biseriata"
"Surirella brebissonii",2.29885307640971,3.10816895178964,3.15561884867001,3.84615147652882,0.332379559499607,130,1,3,590928,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","brebissonii"
"Surirella delicatissima",3.12352498094273,3.12352498094273,3.12352498094273,3.12352498094273,NA,1,NA,1,5377,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","delicatissima"
"Surirella elegans",3.87540856007706,4.61686114851207,4.61686114851207,5.35831373694708,1.04857230642143,2,NA,1,5340,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","elegans"
"Surirella linearis",3.20411998265592,3.68035890657183,3.77815125038364,4.05880548667591,0.435653916057953,3,NA,2,5381,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","linearis"
"Surirella minuta",2.25527250510331,2.85742619402028,2.85733249643127,3.37621185028267,0.278913640938105,167,1,3,5392,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","minuta"
"Surirella ovalis",2.52244423350632,3.80474107928443,4.33933215148054,4.62407573114568,0.76318709955537,28,NA,1,5348,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","ovalis"
"Surirella peisonis",4.56135186591029,4.68549618600184,4.68549618600184,4.80964050609339,0.175566581165057,2,NA,1,5355,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","peisonis"
"Surirella robusta",2.64246452024212,3.23389514746987,2.92652039921216,5.01566566595704,0.631770752322416,18,NA,1,5357,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","robusta"
"Surirella splendida",4.40079693473316,4.40079693473316,4.40079693473316,4.40079693473316,0,3,NA,1,590907,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","splendida"
"Surirella suecica",2.88986172125819,2.88986172125819,2.88986172125819,2.88986172125819,NA,1,NA,1,5400,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","suecica"
"Surirella tenera",4.43541431621753,4.55059411986808,4.53818400085827,4.73917663191073,0.0793940327756799,15,NA,1,555634,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","tenera"
"Surirella turgida",3.61044722144212,3.63529218397058,3.61044722144212,3.67255962776328,0.0340203660430228,5,NA,1,5389,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Surirellaceae","Surirella","turgida"
"Synechococcus elongatus",-0.148741651280925,0.20314313967428,0.195899652409234,0.673941998634088,0.21688554791795,226,1,3,776,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Synechococcus","elongatus"
"Synechococcus leopoliensis",0.127104798364808,0.696829207296037,0.815577748324267,1.45014129134247,0.546931427889064,5,5.9,2,779,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Synechococcus","leopoliensis"
"Synedra acus",2.18184358794477,2.90039079064998,2.9903388547876,3.44420098886416,0.317068086422551,111,1,2,3056,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Synedra","acus"
"Synedra capitata",3.92012332629072,3.98490243588944,3.98227123303957,4.04921802267018,0.0347817104453578,15,NA,1,3068,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Synedra","capitata"
"Synedra cyclopum",2.51821114425249,2.9494725527425,2.91381385238372,3.34890039226931,0.200145377890953,47,1.046875,3,3071,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Synedra","cyclopum"
"Synedra delicatissima",2.17609125905568,2.96647057221139,2.93524291995233,3.68014960647174,0.342157492658885,54,1,4,555631,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Synedra","delicatissima"
